frame,track_id,vehicle,confidence,center_x,center_y
141,259,car,0.59,639,597
142,666,car,0.526,823,694
142,674,car,0.534,540,517
142,277,car,0.624,442,534
142,681,car,0.396,1057,696
142,436,car,0.343,877,420
142,491,car,0.322,436,411
142,689,car,0.546,613,698
142,480,car,0.642,775,508
143,666,car,0.571,821,694
143,674,car,0.682,539,505
143,277,car,0.644,435,533
143,681,car,0.433,1058,697
143,436,car,0.35,877,419
143,491,car,0.331,436,410
143,689,car,0.483,611,698
143,480,car,0.684,775,501
143,27,car,0.518,318,557
144,666,car,0.582,819,694
144,674,car,0.733,536,481
144,277,car,0.731,431,532
144,681,car,0.391,1058,697
144,436,car,0.32,877,418
144,491,car,0.373,436,411
144,689,car,0.522,612,697
144,480,car,0.772,782,496
144,27,car,0.682,314,558
145,666,car,0.529,820,694
145,277,car,0.661,437,530
145,681,car,0.308,1057,697
145,491,car,0.353,435,410
145,689,car,0.467,612,697
145,480,car,0.459,787,494
145,27,car,0.668,315,557
145,696,car,0.571,1025,560
146,666,car,0.622,820,694
146,277,car,0.509,434,530
146,491,car,0.354,435,410
146,689,car,0.489,613,697
146,480,car,0.478,800,489
146,27,car,0.693,317,557
146,436,car,0.402,875,422
147,666,car,0.594,820,694
147,277,car,0.438,428,528
147,491,car,0.346,436,410
147,689,car,0.499,612,697
147,480,car,0.409,794,491
147,27,car,0.507,316,556
147,705,car,0.548,485,513
147,259,car,0.58,671,549
148,666,car,0.592,819,694
148,277,car,0.667,427,524
148,491,car,0.354,436,410
148,689,car,0.496,612,697
148,480,car,0.645,797,489
148,27,car,0.345,322,558
148,705,car,0.563,482,509
148,681,car,0.308,1058,697
149,666,car,0.545,819,694
149,689,car,0.377,611,697
149,710,car,0.735,1191,565
149,436,car,0.523,876,423
150,666,car,0.569,820,694
150,689,car,0.496,612,697
150,714,car,0.496,1235,688
150,436,car,0.5,876,424
150,561,car,0.839,606,589
150,158,car,0.655,722,434
150,696,car,0.616,971,563
150,277,car,0.501,445,523
150,491,car,0.372,435,410
150,27,car,0.433,318,557
150,681,car,0.404,1057,696
151,666,car,0.608,819,694
151,689,car,0.504,612,697
151,714,car,0.655,1234,685
151,436,car,0.545,876,424
151,717,car,0.668,544,510
151,277,car,0.495,448,522
151,491,car,0.341,435,411
151,27,car,0.454,320,559
151,681,car,0.441,1057,696
151,259,car,0.681,721,548
152,666,car,0.605,819,694
152,689,car,0.499,612,697
152,714,car,0.465,1231,682
152,436,car,0.56,876,424
152,717,car,0.595,532,501
152,277,car,0.482,448,522
152,491,car,0.326,435,411
152,681,car,0.408,1056,696
152,3,car,0.745,377,584
152,696,car,0.784,949,593
153,666,car,0.601,819,694
153,689,car,0.542,613,697
153,714,car,0.536,1231,678
153,717,car,0.704,527,496
153,277,car,0.757,440,523
153,681,car,0.393,1057,696
153,696,car,0.772,972,580
153,27,car,0.533,318,556
153,259,car,0.878,767,554
154,666,car,0.588,819,694
154,689,car,0.485,612,697
154,717,car,0.694,526,495
154,681,car,0.387,1057,696
154,696,car,0.813,997,575
154,259,car,0.754,752,558
154,522,truck,0.666,301,565
154,440,car,0.333,443,382
154,428,car,0.382,622,454
154,436,car,0.376,877,422
154,3,car,0.783,415,599
155,666,car,0.601,818,694
155,689,car,0.403,612,697
155,717,car,0.323,525,494
155,696,car,0.85,979,590
155,259,car,0.641,754,560
155,729,car,0.654,627,502
155,436,car,0.358,876,424
155,3,car,0.727,394,585
155,710,car,0.793,1169,578
155,714,car,0.455,1226,675
156,666,car,0.575,818,694
156,689,car,0.481,612,697
156,717,car,0.737,525,495
156,696,car,0.842,1012,595
156,259,car,0.78,783,566
156,729,car,0.73,626,498
156,733,car,0.424,416,702
156,27,car,0.48,316,557
156,681,car,0.334,1059,696
157,666,car,0.555,818,694
157,689,car,0.441,612,697
157,717,car,0.553,525,496
157,729,car,0.537,626,497
157,733,car,0.353,416,703
157,681,car,0.321,1058,696
157,3,car,0.739,358,594
158,666,car,0.564,819,694
158,689,car,0.482,613,697
158,717,car,0.555,526,496
158,729,car,0.565,625,497
158,733,car,0.424,416,703
158,681,car,0.305,1057,696
158,739,car,0.772,640,562
158,742,car,0.679,711,512
158,714,car,0.612,1219,674
158,27,car,0.306,315,556
159,666,car,0.55,819,694
159,689,car,0.453,612,697
159,717,car,0.708,526,496
159,729,car,0.5,626,496
159,733,car,0.382,416,703
159,739,car,0.551,633,553
159,742,car,0.648,706,506
159,714,car,0.564,1216,669
159,27,car,0.385,321,561
159,522,car,0.807,242,580
159,259,car,0.797,867,576
160,666,car,0.546,818,694
160,689,car,0.488,613,697
160,717,car,0.69,526,496
160,733,car,0.413,416,703
160,739,car,0.717,638,537
160,742,car,0.644,703,502
160,27,car,0.357,314,559
160,747,car,0.621,808,509
160,681,car,0.355,1058,696
161,666,car,0.324,815,687
161,689,car,0.552,614,694
161,717,car,0.649,527,496
161,733,car,0.373,414,702
161,739,car,0.725,631,523
161,742,car,0.627,699,501
161,27,car,0.491,314,557
161,747,car,0.544,804,507
161,753,car,0.442,763,499
161,755,car,0.313,401,530
161,756,car,0.313,360,549
161,681,car,0.491,1052,694
161,436,car,0.304,877,425
162,666,car,0.492,817,684
162,689,car,0.675,606,672
162,717,car,0.626,526,496
162,733,car,0.703,419,689
162,739,car,0.618,627,509
162,742,car,0.462,697,503
162,27,car,0.494,310,557
162,747,car,0.425,803,507
162,753,car,0.33,763,498
162,681,car,0.47,1062,697
162,436,car,0.32,877,424
163,666,car,0.685,839,682
163,689,car,0.651,606,663
163,717,car,0.397,526,496
163,739,car,0.469,625,507
163,742,car,0.448,698,502
163,27,car,0.404,309,556
163,681,car,0.487,1055,698
163,760,car,0.483,790,624
163,764,car,0.671,216,689
163,259,car,0.696,948,593
164,666,car,0.557,830,687
164,689,car,0.655,614,657
164,717,car,0.517,526,497
164,742,car,0.345,697,501
164,27,car,0.452,310,557
164,760,car,0.706,801,615
164,764,car,0.747,218,677
164,768,car,0.523,765,564
164,769,car,0.458,618,584
164,259,car,0.515,954,583
164,733,car,0.563,424,685
164,747,car,0.362,804,506
164,436,car,0.393,877,426
165,666,car,0.498,832,694
165,689,car,0.873,647,646
165,742,car,0.351,697,502
165,27,car,0.403,309,557
165,760,car,0.753,800,609
165,764,car,0.608,223,668
165,768,car,0.362,767,558
165,769,car,0.453,627,574
165,259,car,0.52,937,582
165,773,car,0.627,474,560
165,733,car,0.759,428,679
165,681,car,0.566,1034,689
166,689,car,0.72,632,643
166,742,car,0.325,696,502
166,27,car,0.416,309,557
166,760,car,0.809,802,617
166,769,car,0.384,629,563
166,259,car,0.743,952,598
166,733,car,0.77,430,672
166,717,car,0.503,526,495
166,436,car,0.357,877,427
167,689,car,0.717,612,649
167,27,car,0.407,311,557
167,733,car,0.786,426,656
167,781,car,0.591,236,663
167,717,car,0.319,527,494
168,717,car,0.551,525,500
168,786,car,0.686,916,562
168,3,car,0.823,313,615
168,666,car,0.736,831,690
168,681,car,0.344,1033,690
168,760,car,0.582,792,607
168,769,car,0.577,618,568
168,436,car,0.382,877,425
169,717,car,0.783,526,500
169,786,car,0.56,898,560
169,666,car,0.358,831,691
169,681,car,0.684,1013,678
169,760,car,0.77,804,627
169,769,car,0.419,619,554
169,436,car,0.4,876,427
169,259,car,0.781,966,598
169,27,car,0.512,313,557
170,717,car,0.705,526,499
170,786,car,0.594,877,561
170,666,car,0.63,817,676
170,760,car,0.586,792,611
170,769,car,0.739,618,567
170,436,car,0.312,876,426
170,259,car,0.792,953,590
170,27,car,0.623,315,557
170,756,car,0.303,359,551
171,717,car,0.709,526,499
171,760,car,0.753,799,623
171,769,car,0.796,619,562
171,436,car,0.373,876,427
171,27,car,0.563,315,557
171,799,car,0.689,734,576
171,696,car,0.689,1014,632
171,681,car,0.59,956,679
172,717,car,0.745,526,499
172,760,car,0.854,793,605
172,769,car,0.584,615,558
172,27,car,0.6,316,557
172,799,car,0.718,694,570
172,696,car,0.734,976,632
172,786,car,0.653,884,564
172,756,car,0.302,359,551
173,717,car,0.745,526,498
173,760,car,0.78,788,582
173,769,car,0.7,632,560
173,27,car,0.594,316,558
173,786,car,0.508,868,565
173,756,car,0.329,359,551
173,755,car,0.301,395,530
173,259,car,0.807,948,590
173,436,car,0.375,876,424
174,717,car,0.732,526,498
174,760,car,0.821,777,567
174,769,car,0.793,630,559
174,27,car,0.585,316,558
174,786,car,0.429,848,563
174,756,car,0.328,359,551
174,755,car,0.338,395,530
174,259,car,0.75,929,575
174,436,car,0.45,876,425
174,158,car,0.358,683,434
175,717,car,0.695,523,496
175,760,car,0.761,770,559
175,769,car,0.683,623,559
175,27,car,0.542,317,558
175,756,car,0.325,358,551
175,755,car,0.331,395,530
175,259,car,0.574,912,567
175,436,car,0.478,876,425
176,717,car,0.62,525,503
176,760,car,0.831,757,556
176,769,car,0.691,621,559
176,27,car,0.499,317,558
176,259,car,0.58,901,566
176,436,car,0.363,876,426
177,717,car,0.511,528,498
177,760,car,0.76,751,557
177,769,car,0.656,620,559
177,27,car,0.511,316,558
177,259,car,0.49,888,566
177,436,car,0.45,876,426
178,760,car,0.788,746,556
178,769,car,0.519,619,558
178,27,car,0.45,316,558
178,259,car,0.764,877,566
178,436,car,0.327,876,426
178,799,car,0.409,618,546
179,760,car,0.803,742,558
179,769,car,0.727,619,558
179,27,car,0.39,315,557
179,259,car,0.735,866,566
179,755,car,0.31,394,530
180,760,car,0.807,734,558
180,769,car,0.724,619,558
180,259,car,0.64,853,564
180,714,car,0.87,1126,598
180,158,car,0.359,684,433
181,760,car,0.71,725,551
181,769,car,0.782,616,552
181,259,car,0.682,844,563
181,829,car,0.744,989,584
181,834,car,0.339,834,695
181,714,car,0.779,1137,597
181,522,car,0.61,205,580
181,733,car,0.709,392,602
182,760,car,0.628,714,538
182,769,car,0.738,614,541
182,259,car,0.732,839,564
182,829,car,0.786,1047,587
182,733,car,0.421,344,599
182,491,car,0.322,439,408
183,760,car,0.673,704,520
183,259,car,0.577,829,559
183,844,car,0.535,595,435
183,491,car,0.331,439,408
183,666,car,0.741,745,623
183,756,car,0.307,358,553
183,27,car,0.629,314,557
183,755,car,0.338,396,529
183,522,car,0.442,187,584
184,760,car,0.705,711,516
184,259,car,0.795,819,547
184,491,car,0.322,439,407
184,849,car,0.442,218,695
184,850,car,0.544,611,514
184,852,car,0.617,751,459
184,666,car,0.757,687,632
184,747,car,0.468,794,508
184,436,car,0.321,876,428
184,158,car,0.435,671,431
184,733,car,0.551,303,592
185,760,car,0.656,702,504
185,259,car,0.805,807,531
185,849,car,0.502,217,695
185,850,car,0.614,610,502
185,747,car,0.611,780,503
185,844,car,0.455,595,443
186,849,car,0.49,217,695
186,747,car,0.823,780,507
186,742,car,0.724,687,478
186,756,car,0.373,359,552
186,27,car,0.572,314,557
186,755,car,0.36,397,528
186,491,car,0.341,440,408
186,852,car,0.56,752,464
186,436,car,0.309,876,428
186,158,car,0.35,674,434
187,849,car,0.493,217,695
187,756,car,0.337,359,552
187,27,car,0.55,316,557
187,755,car,0.377,395,529
187,491,car,0.404,440,408
187,436,car,0.401,876,428
187,158,car,0.717,674,437
187,753,car,0.731,758,491
187,834,car,0.31,835,695
188,849,car,0.443,218,695
188,756,car,0.306,359,552
188,27,car,0.445,316,557
188,755,car,0.337,396,529
188,491,car,0.356,440,409
188,436,car,0.432,876,428
188,873,car,0.668,669,403
188,696,car,0.77,925,638
189,849,car,0.482,217,695
189,756,car,0.372,359,553
189,27,car,0.566,315,556
189,491,car,0.39,440,407
189,436,car,0.475,876,427
190,849,car,0.511,217,695
190,756,car,0.385,359,552
190,27,car,0.661,315,556
190,491,car,0.369,440,408
190,436,car,0.566,876,425
190,886,car,0.311,355,559
190,755,car,0.439,391,529
191,849,car,0.558,217,695
191,756,car,0.353,358,553
191,27,car,0.655,316,556
191,491,car,0.388,439,407
191,436,car,0.52,876,424
191,890,car,0.709,729,409
191,892,car,0.681,1229,685
191,755,car,0.421,391,528
191,714,car,0.838,1145,593
191,834,car,0.31,834,695
192,849,car,0.417,218,695
192,27,car,0.769,316,557
192,491,car,0.389,441,404
192,436,car,0.528,876,424
192,714,car,0.836,1179,591
192,689,car,0.813,540,584
193,849,car,0.492,217,695
193,27,car,0.581,316,557
193,491,car,0.401,440,403
193,436,car,0.555,876,425
193,756,car,0.328,358,553
193,755,car,0.384,396,529
193,834,car,0.311,834,695
194,849,car,0.503,218,695
194,27,car,0.653,315,557
194,491,car,0.425,438,403
194,436,car,0.499,876,424
194,906,car,0.341,443,398
194,756,car,0.313,359,553
194,755,car,0.324,397,529
194,834,car,0.372,833,695
194,3,car,0.578,148,632
194,892,car,0.574,1231,684
194,714,car,0.786,1196,587
195,849,car,0.377,218,695
195,27,car,0.337,308,557
195,491,car,0.465,439,403
195,436,car,0.482,876,424
195,834,car,0.328,833,695
195,892,car,0.513,1230,680
195,689,car,0.778,436,589
196,849,car,0.44,217,695
196,491,car,0.394,438,403
196,436,car,0.495,876,424
196,834,car,0.356,833,695
196,906,car,0.346,443,397
197,849,car,0.475,217,695
197,491,car,0.407,440,403
197,436,car,0.494,876,424
197,834,car,0.315,833,695
197,915,car,0.386,418,696
197,906,car,0.32,442,396
197,756,car,0.329,360,554
197,27,car,0.651,312,557
197,892,car,0.406,1230,678
198,849,car,0.38,217,695
198,834,car,0.344,833,695
198,892,car,0.63,1228,674
198,689,bus,0.885,391,542
199,849,car,0.441,217,695
199,834,car,0.318,833,695
199,769,car,0.739,575,484
199,886,car,0.337,356,558
199,915,car,0.375,418,696
199,756,car,0.439,360,553
199,27,car,0.676,314,557
200,849,car,0.393,217,695
200,834,car,0.368,833,695
200,915,car,0.327,419,696
200,714,car,0.85,1141,580
200,491,car,0.328,436,403
200,689,bus,0.813,328,539
201,849,car,0.375,217,693
201,834,car,0.37,834,695
201,915,car,0.399,418,696
201,932,car,0.689,521,464
201,714,car,0.833,1182,576
201,491,car,0.347,437,405
201,755,car,0.432,395,527
201,756,car,0.401,359,553
201,27,car,0.668,313,557
202,834,car,0.356,834,695
202,915,car,0.383,418,695
202,935,car,0.831,814,565
202,27,car,0.642,315,557
203,834,car,0.409,834,695
203,915,car,0.44,418,695
203,27,car,0.588,315,557
203,941,car,0.851,1029,590
203,944,car,0.492,428,482
203,946,car,0.384,375,525
203,436,car,0.304,878,419
203,849,car,0.321,219,692
204,834,car,0.394,834,695
204,915,car,0.451,417,695
204,27,car,0.668,314,557
204,946,car,0.332,375,525
204,951,car,0.306,615,700
204,436,car,0.332,879,416
204,849,car,0.343,218,691
204,786,car,0.674,577,555
204,756,car,0.417,358,553
204,935,car,0.785,800,565
205,834,car,0.352,834,695
205,915,car,0.455,417,695
205,27,car,0.664,313,557
205,951,car,0.316,615,700
205,849,car,0.329,218,691
205,956,car,0.43,514,420
205,786,car,0.81,596,556
205,756,car,0.396,358,554
206,834,car,0.466,825,692
206,915,car,0.755,424,687
206,27,car,0.647,313,557
206,849,car,0.452,222,688
206,956,car,0.546,512,421
206,786,car,0.795,571,560
206,756,car,0.414,359,554
206,958,car,0.716,703,511
206,906,car,0.406,441,400
207,27,car,0.564,312,557
207,849,car,0.572,222,677
207,786,car,0.524,554,553
207,958,car,0.686,697,506
207,964,car,0.54,522,509
207,906,car,0.369,440,401
207,696,car,0.692,787,647
207,951,car,0.569,630,689
208,27,car,0.511,312,557
208,849,car,0.599,219,663
208,958,car,0.538,694,504
208,969,car,0.423,628,625
208,696,car,0.734,800,655
208,951,car,0.482,634,687
208,666,car,0.69,449,568
208,935,car,0.611,747,583
208,915,car,0.722,380,689
209,27,car,0.513,312,557
209,849,car,0.57,217,646
209,958,car,0.478,694,503
209,969,car,0.782,620,616
209,666,car,0.595,456,562
209,935,car,0.748,765,576
209,915,car,0.698,346,682
209,964,car,0.324,528,504
210,27,car,0.459,312,558
210,849,car,0.55,213,634
210,958,car,0.596,694,504
210,969,car,0.761,612,631
210,666,car,0.627,476,556
210,915,car,0.733,333,678
210,981,car,0.437,739,462
210,985,car,0.461,1228,681
210,986,car,0.607,613,556
210,987,car,0.423,875,425
210,964,car,0.683,528,502
211,27,car,0.655,312,558
211,849,car,0.471,199,621
211,958,car,0.494,693,504
211,915,car,0.791,326,676
211,986,car,0.774,615,560
211,964,car,0.343,529,502
211,886,car,0.33,355,560
211,756,car,0.341,358,554
211,786,car,0.668,507,536
211,951,car,0.535,631,690
211,935,truck,0.709,790,563
212,27,car,0.589,313,557
212,958,car,0.312,693,503
212,915,car,0.707,320,673
212,986,car,0.498,622,552
212,935,truck,0.817,780,540
212,158,car,0.552,661,451
212,969,car,0.545,620,625
212,987,car,0.446,875,425
213,27,car,0.625,312,558
213,958,car,0.43,688,509
213,915,car,0.827,310,666
213,986,car,0.414,629,563
213,935,truck,0.752,765,532
213,969,car,0.651,618,628
213,964,car,0.412,530,508
213,951,car,0.646,626,690
214,27,car,0.603,312,557
214,915,car,0.876,302,656
214,986,car,0.414,621,567
214,969,car,0.509,623,624
214,1003,car,0.401,431,507
214,964,car,0.725,528,509
214,946,car,0.391,373,529
214,756,car,0.301,357,555
215,27,car,0.612,311,557
215,915,car,0.856,297,646
215,969,car,0.613,627,605
215,1003,car,0.457,431,506
215,964,car,0.77,527,509
215,1007,truck,0.729,735,514
215,1009,car,0.411,796,501
215,946,car,0.323,377,529
215,987,car,0.412,875,423
216,27,car,0.583,313,557
216,915,car,0.742,290,636
216,964,car,0.816,526,509
216,1007,truck,0.614,730,504
216,1009,car,0.432,794,501
216,946,car,0.349,380,529
216,987,car,0.449,874,424
216,986,car,0.695,630,564
217,27,car,0.693,314,557
217,964,car,0.79,526,508
217,1007,truck,0.437,727,496
217,1009,car,0.598,792,502
217,946,car,0.318,380,530
217,1012,car,0.78,852,553
217,986,car,0.689,632,555
217,873,car,0.348,673,403
217,714,car,0.856,1211,578
217,755,car,0.418,391,530
217,756,car,0.302,358,556
217,1003,car,0.582,432,506
218,27,car,0.656,314,557
218,964,car,0.81,526,508
218,1007,truck,0.664,724,493
218,1009,car,0.408,790,501
218,986,car,0.725,631,552
218,755,car,0.426,393,529
218,756,car,0.342,358,556
218,1003,car,0.56,433,505
218,491,car,0.389,440,406
218,987,car,0.409,875,425
219,27,car,0.653,315,557
219,964,car,0.77,526,508
219,1007,truck,0.587,725,491
219,986,car,0.779,628,551
219,1003,car,0.535,433,505
219,491,car,0.388,440,406
219,987,car,0.412,876,426
219,941,car,0.782,1002,571
219,946,car,0.399,381,530
220,27,car,0.595,315,557
220,964,car,0.677,526,505
220,1007,truck,0.741,725,494
220,986,car,0.69,628,550
220,1003,car,0.512,434,505
220,491,car,0.387,440,406
220,987,car,0.462,875,425
220,1025,car,0.795,775,559
220,946,car,0.334,385,529
220,714,car,0.796,1208,574
221,27,car,0.548,315,558
221,964,car,0.357,527,505
221,1007,truck,0.648,724,492
221,986,car,0.568,628,549
221,1003,car,0.594,438,501
221,491,car,0.398,439,405
221,987,car,0.407,876,426
221,1025,car,0.763,765,559
221,946,car,0.327,388,529
221,941,car,0.526,977,568
222,27,car,0.64,314,557
222,964,car,0.626,527,496
222,1007,truck,0.61,720,487
222,986,car,0.615,628,548
222,1003,car,0.661,439,491
222,491,car,0.354,439,405
222,987,car,0.409,876,425
222,1025,car,0.591,745,558
222,946,car,0.403,382,528
223,27,car,0.604,315,558
223,986,car,0.604,628,544
223,491,car,0.339,440,406
223,987,car,0.409,876,426
223,1025,car,0.801,759,560
223,946,car,0.369,380,529
223,890,car,0.401,734,414
223,873,car,0.527,663,394
223,756,car,0.314,358,557
224,27,car,0.712,315,557
224,986,car,0.704,626,535
224,491,car,0.35,439,407
224,987,car,0.486,876,425
224,1025,car,0.692,743,554
224,946,car,0.43,378,529
224,1041,car,0.507,607,452
224,756,car,0.316,358,556
224,769,car,0.494,533,407
225,986,car,0.739,625,520
225,491,car,0.38,439,407
225,987,car,0.306,876,424
225,756,car,0.313,355,558
225,1045,car,0.566,723,525
225,915,car,0.745,300,611
226,986,car,0.735,622,508
226,491,car,0.412,439,405
226,987,car,0.334,875,426
226,1045,car,0.568,715,511
226,1056,car,0.591,616,699
226,755,car,0.353,390,529
226,27,car,0.545,315,557
226,1025,car,0.869,696,566
227,986,car,0.719,616,499
227,491,car,0.409,439,405
227,987,car,0.348,875,427
227,1056,car,0.531,616,696
227,27,car,0.577,316,557
227,873,car,0.424,663,390
228,491,car,0.418,439,405
228,987,car,0.483,876,426
228,1056,car,0.603,615,694
228,27,car,0.572,314,557
228,1064,car,0.734,807,557
228,834,car,0.643,826,693
228,1041,car,0.655,610,457
228,756,car,0.31,358,557
228,755,car,0.349,389,529
229,491,car,0.413,439,404
229,987,car,0.508,876,426
229,1056,car,0.583,615,693
229,27,car,0.629,314,557
229,834,car,0.672,821,690
229,755,car,0.367,388,530
229,714,car,0.721,1223,581
230,491,car,0.39,440,402
230,987,car,0.397,875,426
230,1056,car,0.676,615,693
230,834,car,0.675,819,689
230,1025,car,0.824,732,575
231,491,car,0.425,440,402
231,987,car,0.473,875,425
231,1056,car,0.728,614,693
231,834,car,0.681,818,688
231,1078,car,0.554,1164,587
231,915,car,0.723,342,586
232,491,car,0.408,440,401
232,987,car,0.445,875,426
232,1056,car,0.681,614,693
232,834,car,0.67,817,688
232,1078,car,0.431,1143,587
233,491,car,0.399,440,400
233,987,car,0.341,876,423
233,1056,car,0.541,614,693
233,834,car,0.589,817,688
233,1078,car,0.837,1169,590
233,935,bus,0.913,801,540
233,915,car,0.74,305,583
234,491,car,0.487,437,400
234,987,car,0.604,876,424
234,1056,car,0.594,615,693
234,834,car,0.648,818,688
234,915,truck,0.762,298,558
235,491,car,0.411,439,400
235,987,car,0.462,875,420
235,1056,car,0.605,615,693
235,834,car,0.591,817,688
235,946,car,0.35,380,529
235,27,car,0.661,315,558
235,935,bus,0.744,847,533
236,491,car,0.444,439,400
236,987,car,0.58,875,423
236,1056,car,0.627,615,693
236,834,car,0.681,817,688
236,1092,car,0.849,872,598
236,756,car,0.413,353,560
236,915,truck,0.556,254,539
237,491,car,0.362,440,401
237,987,car,0.519,875,424
237,1056,car,0.61,615,693
237,834,car,0.593,818,688
237,1092,car,0.852,880,599
237,714,car,0.792,1215,573
237,1025,car,0.813,705,585
237,27,car,0.74,312,557
238,491,car,0.459,439,401
238,987,car,0.522,875,424
238,1056,car,0.651,615,693
238,834,car,0.702,817,688
238,1092,car,0.772,868,597
238,27,car,0.655,314,558
238,1012,car,0.747,789,557
239,491,car,0.421,440,402
239,987,car,0.552,875,424
239,1056,car,0.649,615,693
239,834,car,0.645,818,688
239,27,car,0.553,315,557
239,1025,car,0.841,747,596
240,491,car,0.418,440,401
240,987,car,0.527,875,424
240,1056,car,0.711,615,693
240,834,car,0.711,819,688
240,1099,car,0.438,267,703
240,985,car,0.426,1234,692
240,1078,car,0.824,1110,585
241,491,car,0.407,440,401
241,987,car,0.469,876,424
241,1056,car,0.679,615,693
241,834,car,0.696,819,688
241,1099,car,0.44,268,703
241,1101,car,0.825,407,599
241,1102,car,0.733,1033,684
241,985,car,0.529,1228,685
241,1078,car,0.839,1075,585
241,1012,car,0.697,748,565
241,27,car,0.359,319,558
242,491,car,0.454,440,401
242,987,car,0.52,875,425
242,1056,car,0.73,615,693
242,834,car,0.627,821,688
242,1099,car,0.346,271,704
242,1102,car,0.697,1032,682
242,985,car,0.566,1227,684
242,1078,car,0.752,1099,583
242,1104,car,0.737,781,510
242,27,car,0.715,319,558
243,491,car,0.392,439,401
243,1056,car,0.719,615,693
243,834,car,0.686,822,688
243,1102,car,0.726,1032,682
243,985,car,0.652,1224,679
243,1104,car,0.509,779,501
243,27,car,0.566,316,558
243,1106,car,0.79,623,559
243,1064,car,0.568,823,565
244,491,car,0.311,438,401
244,1056,car,0.701,615,693
244,834,car,0.697,822,688
244,1102,car,0.702,1028,683
244,985,car,0.685,1230,667
244,1104,car,0.565,781,496
244,27,car,0.743,318,558
244,1106,car,0.811,628,551
244,1064,car,0.831,818,566
244,1099,car,0.303,272,704
244,1078,car,0.865,1122,594
245,1056,car,0.628,615,693
245,834,car,0.622,822,688
245,1102,car,0.604,1039,682
245,1104,car,0.513,780,494
245,27,car,0.734,319,558
245,958,car,0.567,626,531
245,1041,car,0.532,592,476
245,946,car,0.314,377,529
245,1025,car,0.822,772,598
245,1101,car,0.8,517,585
245,987,car,0.436,871,434
246,1056,car,0.654,616,693
246,834,car,0.687,820,688
246,1102,car,0.633,1041,684
246,27,car,0.681,318,558
246,958,car,0.744,623,521
246,755,car,0.305,389,529
246,935,bus,0.908,1007,543
247,1056,car,0.667,616,693
247,834,car,0.641,821,688
247,1102,car,0.679,1042,683
247,27,car,0.391,319,558
247,958,car,0.575,621,510
247,1078,car,0.769,1176,596
247,1104,car,0.465,776,493
248,1056,car,0.664,616,693
248,834,car,0.643,821,688
248,1102,car,0.597,1041,684
248,27,car,0.56,318,559
248,958,car,0.699,622,504
248,1122,car,0.67,794,513
248,1078,car,0.789,1100,597
248,1092,car,0.654,928,575
248,985,car,0.849,1225,637
248,987,car,0.424,875,427
249,1056,car,0.674,616,693
249,834,car,0.612,822,688
249,1102,car,0.594,1042,684
249,27,car,0.303,306,558
249,958,car,0.669,621,500
249,1122,car,0.672,789,509
249,1134,car,0.319,421,703
249,987,car,0.396,875,425
249,1101,car,0.804,559,578
250,1056,car,0.659,616,693
250,834,car,0.625,822,688
250,1102,car,0.502,1042,683
250,27,car,0.545,310,558
250,958,car,0.748,622,499
250,1122,car,0.743,787,507
250,1134,car,0.365,421,703
251,1056,car,0.584,616,690
251,834,car,0.616,820,685
251,1102,car,0.325,1025,682
251,27,car,0.521,314,559
251,958,car,0.757,622,499
251,1122,car,0.708,787,507
251,1134,car,0.62,431,698
251,1099,car,0.321,272,703
251,987,car,0.385,876,424
252,1056,car,0.586,615,678
252,1102,car,0.516,1041,684
252,27,car,0.419,317,559
252,958,car,0.683,622,499
252,1122,car,0.717,787,507
252,1099,car,0.356,270,700
252,1025,car,0.697,795,635
253,1056,car,0.567,614,675
253,27,car,0.354,312,558
253,958,car,0.503,622,499
253,1122,car,0.564,787,507
253,1099,car,0.664,271,687
253,1025,car,0.581,796,651
253,491,car,0.32,438,400
254,27,car,0.38,313,557
254,1122,car,0.588,787,507
254,1099,car,0.561,244,682
254,1025,car,0.469,808,640
254,1158,car,0.679,472,560
254,1102,car,0.586,1012,680
255,27,car,0.444,316,558
255,1025,car,0.821,814,642
255,1164,car,0.826,948,604
255,987,car,0.456,876,424
255,1056,car,0.706,602,670
255,491,car,0.333,437,400
256,27,car,0.401,318,557
256,1168,car,0.687,607,587
256,987,car,0.354,875,424
256,1056,car,0.794,620,660
256,491,car,0.328,439,400
256,1064,car,0.712,784,567
256,1092,car,0.822,906,563
257,27,car,0.382,319,558
257,1168,car,0.695,619,574
257,1177,car,0.644,521,520
257,1064,car,0.752,766,562
257,1092,car,0.773,882,566
257,834,car,0.742,821,675
257,1122,car,0.343,781,500
258,27,car,0.387,316,557
258,1168,car,0.461,622,558
258,1177,car,0.629,526,510
258,1064,car,0.712,775,574
258,1092,car,0.581,856,562
258,834,car,0.678,845,672
258,1099,car,0.601,273,678
258,491,car,0.332,439,399
259,1168,car,0.654,626,558
259,1177,car,0.343,531,504
259,1064,car,0.713,764,567
259,1092,car,0.667,865,567
259,491,car,0.355,440,402
260,1168,car,0.683,629,552
260,1177,car,0.354,533,501
260,1064,car,0.749,745,565
260,1092,car,0.71,859,566
260,491,car,0.396,439,401
260,985,car,0.679,1145,578
260,1158,car,0.801,491,557
260,27,car,0.572,318,558
261,1168,car,0.776,629,549
261,1177,car,0.385,533,501
261,1064,car,0.701,730,552
261,1092,car,0.647,872,572
261,491,car,0.425,438,400
261,1158,car,0.784,489,560
261,27,car,0.593,316,557
