frame,track_id,vehicle,confidence,center_x,center_y
261,987,car,0.374,876,428
261,1099,car,0.823,278,664
262,1168,car,0.696,624,541
262,1177,car,0.442,534,501
262,1064,car,0.791,693,557
262,491,car,0.396,438,400
262,1158,car,0.699,491,547
262,27,car,0.616,318,558
262,987,car,0.332,875,429
263,1168,car,0.68,628,549
263,1177,car,0.307,535,501
263,491,car,0.403,438,400
263,1158,car,0.75,495,533
263,27,car,0.478,317,557
263,987,car,0.306,875,429
263,1217,car,0.596,715,526
264,1177,car,0.455,536,500
264,491,car,0.428,438,400
264,1158,car,0.751,502,519
264,27,car,0.499,318,556
264,987,car,0.331,876,428
264,1217,car,0.587,715,523
264,1226,car,0.568,791,512
264,1012,car,0.733,628,592
265,1177,car,0.613,537,489
265,491,car,0.388,438,401
265,1158,car,0.662,507,509
265,27,car,0.546,318,556
265,987,car,0.337,875,426
265,1217,car,0.683,715,524
265,1226,car,0.706,792,511
265,946,car,0.363,376,529
265,1168,car,0.699,621,551
266,491,car,0.362,438,401
266,1158,car,0.583,510,504
266,27,car,0.559,317,556
266,987,car,0.431,876,426
266,1217,car,0.643,713,520
266,1226,car,0.619,788,510
266,1122,car,0.41,770,498
267,491,car,0.365,438,402
267,1158,car,0.533,513,498
267,27,car,0.655,318,557
267,987,car,0.391,876,425
267,1217,car,0.694,712,519
267,1122,car,0.535,773,501
267,985,car,0.833,1134,575
267,1168,car,0.675,616,543
268,491,car,0.34,438,401
268,27,car,0.548,316,557
268,987,car,0.403,876,424
268,1217,car,0.624,710,511
268,1241,car,0.69,504,533
268,1245,car,0.606,762,479
268,1168,car,0.617,616,539
268,1092,car,0.765,834,568
269,27,car,0.573,318,557
269,987,car,0.424,876,424
269,1217,car,0.558,705,497
269,1241,car,0.77,514,520
269,1252,car,0.316,358,557
269,1104,car,0.616,752,443
270,27,car,0.472,318,557
270,987,car,0.482,876,425
270,1241,car,0.615,524,506
270,1064,car,0.774,579,559
270,1168,car,0.561,617,527
271,27,car,0.516,318,558
271,987,car,0.469,876,425
271,1168,car,0.586,616,514
271,834,car,0.646,889,629
271,1099,car,0.773,382,640
271,1158,car,0.766,530,482
271,491,car,0.391,440,406
272,27,car,0.572,318,558
272,987,car,0.514,876,426
272,1168,car,0.478,621,507
272,491,car,0.371,439,406
272,1012,car,0.854,617,566
273,987,car,0.447,876,426
273,1168,car,0.594,618,488
273,491,car,0.424,439,406
273,1012,car,0.727,630,560
274,987,car,0.505,876,426
274,491,car,0.386,440,405
274,1012,car,0.771,631,551
274,1290,car,0.687,614,437
274,1092,car,0.763,756,549
274,27,car,0.686,318,558
275,987,car,0.434,876,427
275,491,car,0.419,440,404
275,1012,car,0.771,624,531
275,1092,car,0.669,758,551
275,27,car,0.695,319,558
276,491,car,0.401,441,402
276,1012,car,0.685,617,508
276,1092,car,0.711,782,555
276,1301,car,0.73,1044,692
276,1078,car,0.689,992,598
276,985,car,0.583,1102,583
277,491,car,0.441,441,402
277,1301,car,0.683,1045,692
277,1308,car,0.582,826,689
277,1168,car,0.694,605,455
277,27,car,0.567,317,558
278,491,car,0.448,442,402
278,1301,car,0.71,1045,692
278,1308,car,0.632,825,689
278,27,car,0.688,318,557
278,987,car,0.41,875,424
278,985,car,0.742,1149,587
279,491,car,0.48,442,401
279,1301,car,0.73,1045,692
279,1308,car,0.626,825,689
279,987,car,0.477,875,425
279,1092,car,0.787,831,567
280,491,car,0.444,441,401
280,1301,car,0.6,1044,692
280,1308,car,0.554,825,688
280,987,car,0.499,876,425
280,1078,car,0.535,1009,571
280,27,car,0.63,318,557
281,491,car,0.511,440,402
281,1301,car,0.664,1044,692
281,1308,car,0.57,825,689
281,987,car,0.492,876,426
281,1168,car,0.675,614,418
282,491,car,0.496,441,401
282,1301,car,0.705,1045,692
282,1308,car,0.607,825,689
282,987,car,0.543,876,426
282,1341,car,0.61,1237,680
282,1346,car,0.561,407,698
282,1092,car,0.517,855,566
283,491,car,0.441,441,402
283,1301,car,0.693,1045,692
283,1308,car,0.57,824,688
283,987,car,0.412,876,427
283,1341,car,0.578,1235,676
283,1346,car,0.515,407,695
283,1348,car,0.736,1240,594
283,1078,car,0.448,1015,563
283,27,car,0.623,319,558
284,491,car,0.514,441,402
284,1301,car,0.705,1046,692
284,1308,car,0.578,825,689
284,987,car,0.452,876,427
284,1341,car,0.729,1232,668
284,1346,car,0.502,406,694
284,27,car,0.619,318,557
284,946,car,0.33,365,532
284,985,car,0.778,1148,596
285,1301,car,0.738,1045,692
285,1308,car,0.525,824,688
285,987,car,0.467,876,427
285,1346,car,0.498,406,694
285,27,car,0.722,318,557
285,1361,car,0.803,637,548
285,946,car,0.45,371,530
285,1252,car,0.325,358,555
285,834,car,0.689,962,577
286,1301,car,0.651,1042,692
286,1308,car,0.57,825,689
286,987,car,0.581,876,426
286,1346,car,0.499,405,694
286,27,car,0.652,318,558
286,1361,car,0.804,632,534
286,946,car,0.469,373,530
287,1301,car,0.625,1042,692
287,1308,car,0.392,819,687
287,987,car,0.482,876,427
287,1346,car,0.516,405,694
287,27,car,0.644,318,558
287,1361,car,0.809,629,521
287,946,car,0.336,369,529
287,1370,car,0.545,441,423
287,1348,car,0.723,1232,597
288,1301,car,0.666,1044,691
288,1346,car,0.509,405,694
288,27,car,0.724,319,557
288,1361,car,0.816,627,510
288,946,car,0.332,370,530
288,1370,car,0.408,440,421
288,491,car,0.445,440,412
288,985,car,0.89,1108,596
289,1301,car,0.655,1044,691
289,1346,car,0.588,404,694
289,27,car,0.568,318,558
289,1361,car,0.804,624,502
289,1370,car,0.378,440,421
289,1064,car,0.605,300,558
289,1099,car,0.846,422,591
289,1308,car,0.547,868,685
289,987,car,0.497,876,427
290,1301,car,0.549,1045,691
290,1346,car,0.538,405,694
290,27,car,0.752,319,558
290,1361,car,0.821,622,499
290,1370,car,0.416,440,421
290,1078,bus,0.863,966,533
290,946,car,0.415,373,529
291,1301,car,0.577,1045,691
291,1346,car,0.52,405,695
291,1370,car,0.324,440,420
291,491,car,0.374,441,410
291,1308,car,0.494,883,684
292,1301,car,0.644,1045,692
292,1346,car,0.531,405,695
292,491,car,0.362,441,411
292,1308,car,0.496,883,684
292,27,car,0.772,319,558
292,1361,car,0.809,622,498
292,946,car,0.491,374,528
293,1301,car,0.631,1044,691
293,1346,car,0.617,405,694
293,1308,car,0.563,883,684
293,1361,car,0.795,622,497
294,1301,car,0.653,1043,691
294,1346,car,0.614,405,694
294,1308,car,0.554,884,684
294,1361,car,0.823,622,498
294,1099,car,0.671,341,586
294,987,car,0.486,875,427
294,1370,car,0.327,441,422
295,1301,car,0.642,1044,691
295,1346,car,0.527,405,694
295,1308,car,0.481,883,684
295,1361,car,0.811,622,498
295,1396,car,0.589,702,470
295,987,car,0.499,875,427
295,1370,car,0.436,441,420
296,1301,car,0.676,1037,688
296,1346,car,0.467,405,694
296,1308,car,0.398,883,684
296,1361,car,0.749,622,499
296,987,car,0.576,875,426
296,1370,car,0.401,440,420
296,1398,car,0.739,475,531
296,1400,car,0.624,597,471
297,1346,car,0.454,405,693
297,1308,car,0.399,883,679
297,1361,car,0.853,623,499
297,987,car,0.521,874,425
297,1370,car,0.372,440,420
297,1398,car,0.681,475,522
297,1400,car,0.646,564,471
297,27,car,0.45,310,557
297,946,car,0.301,372,529
298,1346,car,0.567,407,691
298,1308,car,0.585,881,669
298,1361,car,0.757,622,499
298,1370,car,0.303,440,420
298,1398,car,0.688,474,516
298,1405,car,0.523,616,688
298,27,car,0.602,309,557
298,1092,car,0.752,934,588
298,491,car,0.418,441,413
298,1301,car,0.674,1045,682
299,1346,car,0.513,410,684
299,1308,car,0.54,866,652
299,1361,car,0.393,622,499
299,1398,car,0.595,474,511
299,1405,car,0.593,615,694
299,27,car,0.475,309,557
299,1408,car,0.732,622,602
299,987,car,0.428,875,426
300,1346,car,0.77,412,667
300,1308,bus,0.873,843,628
300,1361,car,0.501,622,498
300,1398,car,0.631,478,507
300,27,car,0.454,309,557
300,1408,car,0.78,618,604
300,987,car,0.489,875,426
300,985,car,0.791,1030,630
300,1400,car,0.569,524,454
300,1370,car,0.363,439,420
301,1346,car,0.826,409,646
301,1361,car,0.344,621,497
301,1398,car,0.627,485,506
301,27,car,0.379,304,557
301,1408,car,0.78,624,620
301,1092,car,0.688,952,573
301,491,car,0.325,440,416
301,1301,car,0.805,1014,672
302,1346,car,0.752,393,631
302,1398,car,0.674,490,504
302,27,car,0.503,300,558
302,1408,car,0.793,642,597
302,1417,bus,0.708,788,531
302,1423,car,0.564,204,693
302,1092,car,0.793,953,582
302,1405,car,0.598,631,690
302,987,car,0.497,875,425
303,1346,car,0.583,371,619
303,1398,car,0.631,492,504
303,1408,car,0.811,633,602
303,1423,car,0.759,203,687
303,1425,car,0.647,907,566
303,1429,car,0.462,608,270
303,987,car,0.495,875,425
303,1370,car,0.365,440,420
303,1361,car,0.373,622,492
304,1398,car,0.632,493,504
304,1423,car,0.784,203,680
304,1425,car,0.696,884,568
304,1429,car,0.434,608,269
304,987,car,0.498,875,425
304,1431,car,0.625,802,620
304,1433,car,0.663,845,687
304,1436,truck,0.484,753,528
304,1438,car,0.739,625,557
304,1370,car,0.413,440,420
304,1361,car,0.409,622,485
304,1405,car,0.78,641,673
305,1398,car,0.657,493,504
305,1423,car,0.817,205,673
305,987,car,0.456,875,425
305,1431,car,0.336,816,614
305,1433,car,0.832,821,676
305,1436,truck,0.521,741,523
305,1361,car,0.378,622,484
305,491,car,0.41,440,418
305,1346,car,0.563,330,605
305,1408,car,0.606,622,589
306,1398,car,0.717,493,504
306,1423,car,0.828,207,666
306,987,car,0.458,875,426
306,1431,car,0.618,800,596
306,1436,bus,0.595,731,512
306,1361,car,0.474,622,485
306,1346,car,0.507,305,600
306,1438,car,0.637,609,557
306,1370,car,0.446,440,420
307,1398,car,0.71,493,504
307,1423,car,0.805,208,657
307,987,car,0.439,875,427
307,1436,truck,0.574,726,513
307,1361,car,0.425,621,484
307,1346,car,0.556,271,596
307,1450,car,0.523,615,550
307,1438,car,0.636,610,559
307,1417,car,0.719,778,561
307,491,car,0.444,441,418
308,1398,car,0.751,493,504
308,1423,car,0.853,211,646
308,987,car,0.443,876,427
308,1436,bus,0.48,722,499
308,1346,car,0.655,238,590
308,1450,car,0.481,618,550
308,1438,car,0.625,612,560
308,1417,car,0.785,766,556
308,27,car,0.35,311,557
309,1398,car,0.728,493,504
309,1423,car,0.842,211,635
309,1436,truck,0.419,720,497
309,1450,car,0.674,619,550
309,1417,car,0.808,755,558
309,1456,bus,0.425,721,499
309,1457,car,0.433,818,527
309,27,car,0.55,308,556
309,1341,car,0.529,1224,579
309,1361,car,0.44,621,483
309,491,car,0.462,441,417
310,1398,car,0.625,499,500
310,1450,car,0.44,626,539
310,1417,car,0.805,749,558
310,1456,truck,0.535,721,497
310,1457,car,0.478,816,526
310,27,car,0.379,309,557
310,1361,car,0.433,621,483
310,491,car,0.479,441,417
310,1408,car,0.607,613,575
310,987,car,0.439,876,427
311,1417,car,0.748,744,558
311,1456,truck,0.448,721,496
311,1361,car,0.432,618,484
311,491,car,0.441,441,416
311,987,car,0.463,876,427
311,1092,car,0.634,942,570
311,1438,car,0.744,617,551
311,1436,bus,0.413,718,495
312,1417,car,0.37,740,557
312,987,car,0.471,876,428
312,1438,car,0.743,618,550
312,1436,truck,0.515,715,491
312,1425,car,0.551,818,563
312,1370,car,0.478,440,421
312,27,car,0.343,310,556
313,1417,car,0.317,736,555
313,1436,truck,0.326,709,486
313,1425,car,0.801,790,562
313,27,car,0.399,308,556
313,1408,car,0.675,619,556
313,491,car,0.452,441,419
314,1436,truck,0.528,701,478
314,1425,car,0.659,773,562
314,27,car,0.398,308,556
314,1408,car,0.627,620,554
314,491,car,0.442,441,418
314,987,car,0.336,876,427
315,1425,car,0.747,763,562
315,27,car,0.346,308,556
315,1408,car,0.725,619,557
315,491,car,0.4,441,419
315,1417,car,0.571,723,543
316,1425,car,0.763,754,560
316,491,car,0.335,441,419
316,1483,car,0.555,825,684
316,1417,car,0.478,718,534
317,491,car,0.371,441,417
317,1483,car,0.663,823,683
317,1496,car,0.485,740,431
317,1438,car,0.543,641,553
317,987,car,0.353,876,427
317,27,car,0.467,307,556
318,1483,car,0.53,823,681
318,1438,car,0.53,636,550
318,987,car,0.31,876,426
318,1405,car,0.719,779,636
318,1417,car,0.647,726,527
319,1483,car,0.604,824,681
319,1438,car,0.748,625,552
319,987,car,0.374,876,426
319,1417,car,0.7,721,517
319,1398,car,0.516,531,493
319,491,car,0.323,441,415
319,27,car,0.472,307,557
320,1483,car,0.625,824,682
320,1438,car,0.797,645,560
320,987,car,0.379,875,424
320,1417,car,0.668,714,505
320,491,car,0.383,441,419
320,1457,car,0.687,817,538
320,1408,car,0.432,625,529
321,1483,car,0.614,823,681
321,987,car,0.435,875,426
321,1417,car,0.658,703,487
321,491,car,0.373,441,419
321,1408,car,0.599,624,515
321,1423,car,0.734,266,591
321,1425,car,0.739,696,547
322,1483,car,0.638,823,681
322,987,car,0.477,876,426
322,491,car,0.427,441,418
322,1539,car,0.638,600,338
322,1423,car,0.77,349,597
322,1456,car,0.724,721,517
322,1361,car,0.598,613,478
323,1483,car,0.658,822,684
323,987,car,0.457,876,426
323,491,car,0.409,441,420
323,27,car,0.502,314,557
324,1483,car,0.642,822,682
324,987,car,0.453,876,426
324,491,car,0.445,441,419
324,27,car,0.615,311,556
324,1433,car,0.838,685,580
324,1405,car,0.826,881,588
325,1483,car,0.659,822,681
325,987,car,0.485,876,427
325,491,car,0.465,441,417
325,1405,car,0.774,846,587
325,1429,car,0.473,606,265
325,1539,car,0.514,599,337
326,1483,car,0.628,822,681
326,987,car,0.585,876,426
326,491,car,0.481,441,416
326,27,car,0.67,311,556
327,1483,car,0.411,820,683
327,987,car,0.331,876,421
327,491,car,0.407,441,415
327,1564,car,0.668,1211,586
327,27,car,0.479,318,557
327,1308,bus,0.865,839,529
327,1429,car,0.392,604,271
328,1483,car,0.685,822,681
328,987,car,0.536,876,424
328,491,car,0.499,441,414
328,27,car,0.628,313,556
328,1570,car,0.711,1179,675
328,1405,car,0.857,864,595
329,1483,car,0.7,822,681
329,987,car,0.588,876,425
329,491,car,0.486,441,415
329,27,car,0.417,318,556
329,1570,car,0.835,1185,662
329,1423,car,0.86,469,590
330,1483,car,0.652,823,682
330,987,car,0.628,876,425
330,491,car,0.532,441,413
330,27,car,0.635,313,555
331,1483,car,0.671,823,682
331,987,car,0.639,876,425
331,491,car,0.524,441,413
331,27,car,0.651,312,555
331,1564,car,0.546,1235,589
332,1483,car,0.711,821,682
332,987,car,0.607,876,425
332,491,car,0.407,441,413
332,1423,bus,0.861,467,547
333,1483,car,0.579,822,684
333,987,car,0.438,875,425
333,491,car,0.51,441,413
333,1581,car,0.496,440,421
333,1450,car,0.762,722,444
333,1405,car,0.832,816,588
333,27,car,0.429,312,556
334,1483,car,0.483,822,683
334,1438,car,0.754,724,561
334,1361,car,0.607,580,473
335,1483,car,0.656,823,682
335,1586,car,0.627,1230,681
335,1588,car,0.442,1048,690
335,1405,car,0.674,825,592
335,27,car,0.401,311,555
336,1483,car,0.659,823,683
336,1586,car,0.702,1228,672
336,1588,car,0.517,1042,690
336,1405,car,0.811,758,582
336,1308,bus,0.796,718,456
336,987,car,0.408,877,419
337,1483,car,0.593,824,682
337,1588,car,0.598,1042,690
337,27,car,0.689,311,557
338,1483,car,0.624,823,682
338,1588,car,0.566,1042,689
338,1581,car,0.415,439,423
338,1308,bus,0.724,768,455
339,1483,car,0.537,824,681
339,1588,car,0.585,1042,690
339,1611,car,0.594,622,451
339,1581,car,0.34,438,424
339,987,car,0.565,876,424
339,27,car,0.662,309,556
340,1483,car,0.575,825,681
340,1588,car,0.607,1042,690
340,1613,car,0.755,525,508
340,1614,car,0.76,611,503
340,27,car,0.665,309,556
341,1483,car,0.478,822,680
341,1588,car,0.586,1032,683
341,1613,car,0.748,524,505
341,1614,car,0.718,610,501
341,27,car,0.575,309,556
341,1611,car,0.47,621,451
341,987,car,0.462,875,424
342,1483,truck,0.401,811,666
342,1613,car,0.661,524,504
342,1614,car,0.661,609,500
342,27,car,0.453,308,556
343,1483,car,0.653,805,667
343,1613,car,0.64,524,504
343,1614,car,0.479,609,501
343,27,car,0.46,308,556
343,1627,car,0.675,598,670
343,1092,car,0.742,929,566
343,1438,car,0.426,784,571
343,1588,car,0.661,1006,672
343,987,car,0.301,875,424
344,1483,car,0.735,804,666
344,1613,car,0.422,523,504
344,1614,car,0.471,609,500
344,27,car,0.63,309,557
344,1627,car,0.655,594,681
344,1635,car,0.695,595,584
344,1638,car,0.681,236,690
344,1092,car,0.532,930,572
344,1438,car,0.643,781,574
344,987,car,0.413,876,425
344,491,car,0.383,440,414
344,1581,car,0.382,439,422
345,1613,car,0.458,524,504
345,1614,car,0.389,609,501
345,27,car,0.61,309,557
345,1635,car,0.773,598,594
345,1638,car,0.736,238,680
345,1438,car,0.691,783,576
345,987,car,0.486,875,425
345,1640,car,0.7,483,556
345,1644,car,0.741,872,570
345,491,car,0.338,440,414
345,1581,car,0.317,439,421
345,1456,car,0.489,726,551
345,1433,car,0.42,553,461
345,1588,car,0.694,1011,668
346,1614,car,0.421,609,500
346,27,car,0.49,309,557
346,1635,car,0.678,610,621
346,1638,car,0.824,239,670
346,987,car,0.427,875,424
346,1640,car,0.578,507,551
346,491,car,0.319,440,413
346,1456,car,0.648,746,555
346,1588,car,0.692,1013,664
346,1483,car,0.649,823,664
347,1614,car,0.339,609,499
347,27,car,0.557,309,556
347,1635,car,0.785,610,629
347,1638,car,0.818,241,657
347,987,car,0.492,875,424
347,491,car,0.408,440,413
347,1456,car,0.476,736,554
347,1649,car,0.787,946,579
347,1613,car,0.395,522,504
347,1438,car,0.64,795,586
347,1644,car,0.527,874,564
347,1581,car,0.386,439,422
348,27,car,0.544,308,556
348,1635,car,0.58,617,639
348,1638,car,0.857,242,649
348,987,car,0.488,875,425
348,491,car,0.415,441,414
348,1613,car,0.685,523,504
348,1644,car,0.629,887,568
348,1581,car,0.398,440,422
349,27,car,0.526,308,556
349,1638,car,0.86,242,643
349,987,car,0.511,875,424
349,1613,car,0.663,523,504
349,1457,car,0.814,850,567
349,1456,car,0.69,748,558
350,27,car,0.585,309,555
350,1638,car,0.793,243,635
350,987,car,0.428,875,424
350,1613,car,0.62,524,504
350,1665,car,0.519,780,503
350,1666,car,0.556,625,557
350,1456,car,0.694,740,558
350,1581,car,0.469,440,421
351,27,car,0.607,309,555
351,1638,car,0.698,220,616
351,987,car,0.476,876,425
351,1613,car,0.688,524,504
351,1665,car,0.408,777,503
351,1666,car,0.54,624,554
351,1456,car,0.72,730,553
351,491,car,0.454,441,415
352,27,car,0.732,310,556
352,987,car,0.507,876,425
352,1613,car,0.569,523,504
352,1456,car,0.479,721,548
352,1669,car,0.653,807,522
352,491,car,0.415,441,413
352,1588,car,0.723,1032,677
352,1483,car,0.793,798,632
352,1581,car,0.397,440,421
353,27,car,0.591,310,557
353,987,car,0.47,876,426
353,1613,car,0.44,524,504
353,1456,car,0.578,713,533
353,1669,car,0.607,805,520
353,491,car,0.444,441,413
353,1483,car,0.827,801,626
353,1581,car,0.417,440,421
353,1649,car,0.652,970,605
353,1666,car,0.582,622,553
354,27,car,0.598,310,556
354,987,car,0.455,876,425
354,1613,car,0.496,523,503
354,1456,car,0.637,710,529
354,1669,car,0.467,803,519
354,491,car,0.483,441,414
354,1581,car,0.438,440,421
354,1672,car,0.84,768,565
354,1673,car,0.636,472,557
354,1666,car,0.572,622,546
354,1635,car,0.642,615,693
354,1644,car,0.752,924,564
355,27,car,0.595,310,556
355,987,car,0.545,875,424
355,1613,car,0.68,522,499
355,1456,car,0.628,709,527
355,1669,car,0.542,802,519
355,491,car,0.44,441,413
355,1581,car,0.405,440,420
355,1672,car,0.827,757,562
355,1673,car,0.728,489,541
355,1644,car,0.717,915,562
